title,author,publication_year,rating,rating_num,introduction,catalog,tag_list
炼金术的秘密,劳伦斯•普林西比,2018-7,8.9,57,《炼金术的秘密》是研究炼金术史的世界级权威劳伦斯·普林西比的最新著作。它学术性与普及性兼备，甫以出版便赢得了广泛的国际赞誉。该书考察了炼金术从希腊化时期至今的发展与演变，揭示了炼金术在科学以及文学、美学、戏剧和宗教等人类文化中的重要地位。作者在自己的实验室里重现了许多著名配方，使读者能够近距离接触炼金术的实际工作，堪称了解炼金术的最佳读本。,        导言：什么是 炼金术1 第一章 起源：希腊-埃及时期的炼金术9 第二章 发展：阿拉伯炼金术36 第三章 成熟：拉丁中世纪的炼金术73 第四章 重新定义、复兴和重新诠释：18世纪至今的炼金术120 第五章 黄金时代：现代早期的“化学[炼金术]”实践157 第六章 揭开秘密201 第七章 更广阔的的“化学[炼金术]”世界246 结语294 参考文献299 索引334                (收起) ,"['神秘学', '炼金术', '科学史', '科普', '张卜天', '科学哲学', '文化', '2018']"
名画在左，科学在右,林凤生,2018-11-1,8.5,55,★从科学的角度重新认识世界名画 ★了解伟大艺术品背后的科学故事 ★一场精彩绝伦的视觉盛宴 ★大师云集   脑洞大开  制作精美 马奈、莫奈、凡•高、达•芬奇、卡拉瓦乔、毕加索、达利、波洛克…… 群星璀璨的艺术大师与科学有着怎样的不解之缘？ 精选100余幅经典世界名画，全彩高清印刷，双封露脊装帧，零距离欣赏大师真迹的同时，了解伟大艺术品背后的科学知识。 当名画遇见科学，将碰撞出怎样烧脑的问题—— 为什么印象派画有运动感？凡•高的画为什么这样“亮”？修拉的画上为什么涂了那么多的彩色点？野兽派画家用色有什么好？科学家如何认识抽象画？光学器材如何助力西方写实绘画？弥足珍贵的中国古画隐藏了什么科技秘密？画中人的内心世界怎样猜？绘画里的“浮光掠影”蕴含了怎样的奥秘？为什么肖像画会人见人爱？脑外伤会激发人的艺术创造力吗？……,        序：在光影色彩背后 / 刘钝 星光璀璨：现代画流派与科学的不解之缘 马奈、雷诺阿、莫奈、德加：捕捉光色变化之印象的印象派 塞尚、凡高、高更、修拉：激情燃烧的后印象派 马蒂斯、德兰：解放色彩的野兽派 塞尚、布拉克、毕加索：探索空间的立体派 透纳、康定斯基、蒙德里安：追求彻底简化的抽象画派 基里科、恩斯特、达利、马格利特：画出梦境的超现实主义 巴拉、塞韦里尼、波丘尼：追求动感的未来派 克里木特、考考斯卡、席勒：洞察内心的维也纳分离主义 蒙德里安、马列维奇：追求秩序与平衡的至上主义 德?库宁、波洛克：美国抽象表现主义之行为画派 罗斯科、纽曼：美国抽象表现主义之色域画派 别有洞天：艺术与生活的交融 名画里的病人和病人画的名画 脑外伤会激发人的艺术创造力吗？摄影大师迈布里奇的故事 尝美食、赏名画、侃文化：从名画看西方美食文化 为什么肖像画会人见人爱？ 绘画里的“浮光掠影” 此时无声胜有声：画中人的内心世界怎样猜 重现旧时画面：记忆与绘画 交相辉映：绘画与科学的碰撞 光学器材如何助力西方写实绘画？ 画家里的科学迷 中国画有没有科学性？ 弥足珍贵的中国古画隐藏了什么科技秘密？ 中西绘画的不同风格对科学传播的影响：李约瑟难题的一种另类解答 艺术家名录 名画索引 参考文献 后记                (收起) ,"['艺术', '世界名画', '随笔', '科普', '儿童文学', '中国文学', '科学', '很喜欢！希望有机会拜读！']"
好奇树：自然世界,[英]阿曼达·伍德,空,评分人数不足,评分人数不足,“好奇树”以好奇心为根，在知识的浇灌下，慢慢长成参天大树。本书将带我们穿越雨林、极地、沙漠、海洋、高山和河川，领略长尾叶猴、企鹅、非洲猎豹、蓝鲸、牦牛、水獭的风采，惊叹于每一片树叶和每一根羽毛的精巧设计，最终爱上这个充满生机的自然世界…… 《好奇树：自然世界》借由67张精彩图示，绘尽自然界的千姿百态，将自然科学知识分门别类，带孩子领略不同动植物的栖息环境、物种类别、动物行为和适应特征。当浓郁的中世纪复古色彩与现代化数字技术完美融合，兼具干净、光滑、精确的绘画作品将为孩子们呈现精美绝伦的自然图鉴。 黄、橙、蓝彩色标示区分不同知识主题，每一页都可以成为阅读之旅的起点，搭配彩色标示主题、彩色书签带和建议阅读页面，既可以从头读到尾，也可以随意翻开一页阅读，开启跳跃式阅读新体验，将传统分类与知识重组完美联结，激发孩子的逻辑思维和形象思维，带孩子领略不可思议的自...(展开全部),暂无,"['科普', '很值得推荐的一本书', '绘本', '自然', '美好童书', '精美彩绘', '童书', '生活']"
机械宇宙,[美] 爱德华·多尼克 (Edward Dolnick),2016-6-1,8.1,290,17世纪被历史学家称为“天才的时代”，但它同时也是一个骚动的年代。尽管自然与超自然仍然密不可分，疾病是被认为是上帝降下的惩罚，天文学和占星术也并未分家，但是人们也在这个莎士比亚世纪的尾声开始梦想秩序完美的世界。 伽利略、哈雷、开普勒、牛顿、莱布尼茨、笛卡尔……当17世纪晚期绝大多数人仅看到分崩离析的世界时，世界在这群早期科学家眼中却有着完美的秩序。这群人是当时世界上绝顶聪明的人，他们笃信宗教，他们试图通过自身的不懈努力解读上帝的心意，并以此来认清楚这个世界。他们宣称，宇宙在表面的混乱下，其实像是结构复杂并运行完美的机械时钟。为此，他们大胆地进行科学实验验证事物的性质，透过望远镜向外观看探索广阔的宇宙，使用显微镜观察无尽向内探索微小的世界。他们处理了希腊人无法处理的运动问题，从伽利略一路到牛顿，他们启动按钮，让希腊人的静态的世界动了起来；研究了变化中的...(展开全部),        年 表／001 前 言／001 第一部分 混乱的局势 1.伦敦，1660年／003 2.撒旦的魔爪／007 3.世界末日／014 4.死亡包围着街道／020 5.忧郁的街道／025 6.伦敦大火／029 7.上帝的创作／034 8.解放世界的想法／042 9.欧几里得和独角兽／050 10.少年俱乐部／057 11.突围！／065 12.狗和无赖／071 13.一剂毒药／076 14.螨虫和人／083 15.没有观众的一出戏／090 16.将一切拆解成碎片／097 第二部分 希望与怪兽 17.前所未见／105 18.像羊一样大的苍蝇／114 19.从蚯蚓到天使／120 20.畸形动物满街走／126 21.在美景前浑身发抖／130 22.由想法所创造出的模式／136 23.上帝的奇怪密码／141 24.秘密计划／146 25.喜悦的泪水／154 26.金鼻海象／159 27.打开宇宙的保险箱／163 28.桅杆瞭望台的景观／170 29.人造卫星轨道， 1687年／177 30.呼之欲出／181 31.两块石头和一根绳子／186 32.墙上的一只苍蝇／189 33.赤裸的美景／193 34.这里有怪物！／198 35.对抗野兽／204 36.从漩涡中脱身／208 第三部分 曙光乍现 37.人人生而平等／215 38.奇迹岁月／220 39.解开所有奥秘／228 40.会说话的狗和意料之外的权力／232 41.特写下的世界／238 42.当电梯的电缆断裂／246 43.最大的争议／252 44.争斗结局／258 45.苹果和月球／263 46.造访剑桥／269 47.牛顿胜出／272 48.与胡克先生之间的纷争／277 49.世界体系／282 50.只有三个人／285 51.恰到好处的疯狂／288 52.寻找上帝／293 53.结论／299 致谢／306 注释／308 参考文献／331 插图来源／339 索引／341                (收起) ,"['科学史', '科普', '科技史', '历史', '甲骨文丛书', '甲骨文', '英国', '社科文献甲骨文']"
Sapiens,Yuval Noah Harari,2014-9-4,9.0,866,"100,000 years ago, at least six human species inhabited the earth. Today there is just one. Us. Homo sapiens. How did our species succeed in the battle for dominance? Why did our foraging ancestors come together to create cities and kingdoms? How did we come to believe in gods, nations and human rights; to trust money, books and laws; and to be enslaved by bureaucracy, timetabl...(展开全部)",暂无,"['历史', '人类学', '英文原版', 'History', 'Anthropology', '人类进化', '科普', '社会']"
从一到无穷大,[美] G.伽莫夫,2017-11,8.9,37,《20世纪科普经典特藏 从一到无穷大 科学中的事实和臆测》是一部在国内外颇有影响的科普著作，20世纪70年代末由科学出版社引进出版后，曾在国内引起很大的反响，直接影响了众多的科普工作者。《从一到无穷大（科学中的事实和臆测）》以生动的语言介绍了20世纪以来科学中的一些重大进展。 《20世纪科普经典特藏 从一到无穷大 科学中的事实和臆测》中先漫谈一些基本的数学知识，然后用一些有趣的比喻，阐述了爱因斯坦的相对论和四维时空结构，并讨论了人类在认识微观世界（如基本粒子、基因） 和宏观世界 （如太阳系、星系等）方面的成就。 《20世纪科普经典特藏 从一到无穷大 科学中的事实和臆测》全书图文并茂、幽默生动、深入浅出，可供广大具有中等文化水平的读者阅读。,暂无,"['科普', '自然科学', '数学', '科学', '科普读物', '宇宙', '乔治·伽莫夫', '泛读']"
时光本草2019,浥轻尘,2018-10-1,9.1,50,2019年，让365朵花儿陪你度过四季的繁花岁月。,暂无,"['植物', '手绘', '生活', '清新本草', '植物学', '科普', '自然', '艺术']"
社会学入门,林聚任,2007-8-1,9.0,402,读《社会学入门：一种现实分析方法(第7版)》之前，你可能不是一名社会学的学生。 读过《社会学入门:一种现实分析方法(第7版)》后，你会发现我们都是社会学的学生，只不过一些好过另一些。更好一些的活得更自由，更能理解，更能看透围裹我们的社会丛林。 作为一种独特的批判思考方式，社会学可以贡献人类社会清醒的认识。 未经省察的生活是不值得过的，这一生活同样包括社会，在这样做的里面隐藏着通向自由的第一步。,        第1部分 社会学观点 第1章 社会学视角 第2章 文化 第3章 社会化 第4章 社会结构和社会互动 第5章 社会学家怎样做研究  第2部分 社会群体和社会控制 第6章 走向社会网络的社会 第7章 科层制与正式组织 第8章 越轨和社会控制  第3部分 社会不平等 第9章 全球分层 第10章 美国的阶级 第11章 性别和社会性别 第12章 种族和民族 第13章 老年人  第4部分 社会制度 第14章 经济 第15章 政治 第16章 家庭 第17章 教育 第18章 宗教 第19章 医疗与健康  第5部分 社会变迁 第20章 人口与城市化 第21章 集体行为和社会运动 第22章 社会变迁与环境                (收起) ,"['社会学', '社会学入门', '社会', '教材', '社会学入门--一种现实分析方法（第7版）/培文书系·社会科学译', '科普', '西方经典', '社会学入门——一种现实分析方法（第7版）']"
科技想要什么,熊祥,2011-11,8.2,2055,在《科技想要什么》一书中，凯文•凯利向我们介绍了一种全新的科技观。他认为，作为整体，科技不是由线路和金属构成的一团乱麻，而是有生命力的自然形成的系统，它的起源完全可以回溯到生命的初始时期。正如生物进化呈现出无意识的趋势，科技也是如此。通过追踪这些长期趋势，我们可以对“科技想要什么”有所理解。 凯文•凯利预测了未来数十年科技的12种趋势，包括创造大脑这一得寸进尺之举。不过，为了让人类创造的世界实现收益最大化，需要对这种全球体系产生的问题和代价保持敏感。凯利详细讲述了值得我们学习的阿米什“早期使用者”和其他批判科技自我主义倾向的人所具有的智慧。 凯利的新科技理论提供了三种实践经验：通过倾听科技的需求，我们和我们的孩子可以更加出色地做好准备，迎接必将到来的科技；通过采用主动融合原则，我们可以驾驭科技，使之发挥最大作用；通过遵从这种类生命系统的长期原则，我们...(展开全部),        推荐序一   科技的呼吸和脉动 推荐序二   星汉灿烂 若出其里 第一章       我的疑惑 第一部分   起源 第二章       发明我们自己 第三章       第七王国的历史 第四章       外熵的扩展 第二部分   规则 第五章       大发展 第六章       注定的发展方向 第七章       趋同性 第八章       倾听科技之声 第九章       选择必然 第三部分   选择 第十章       邮包炸弹客言之有理 第十一章   阿米什改装者的经验 第十二章   寻找欢乐 第四部分   方向 第十三章    科技的轨迹 第十四章    无限博弈 致谢                (收起) ,"['科技', '凯文·凯利', '互联网', '科技哲学', '哲学', '未来', '社会学', '科普']"
可畏的对称,张礼,2013-12-1,9.0,112,科学家们以对称性作为指导原则，并深信这是揭示自然基础设计秘密的钥匙。本书将当代物理学难以置信的发现以简单生动的方式讲述出来，介绍爱因斯坦和他的追随者通过近一个世纪的努力所构造的近代物理学基础理论的框架。 本书第一部分从艺术、建筑、科学到物理学的弱作用宇称不守恒等方面探讨 对称性与建筑设计到自然界基础规律的设计的关系；第二部分介绍爱因斯坦在创立相对论的过程中所得出的“对称性指挥设计”的观点；第三部分介绍对称性在认识和诠释量子世界中所取得的成果；第四部分介绍杨-米尔斯规范理论并将对称性思想再次引入物理学基础的舞台，在此基础上进一步探索“最终设计”及遇到的问题。曾被翻译为多种语言，深受世界各国读者喜爱。 《可畏的对称》将当代物理学难以置信的发现带到美国人理解力范围之内。作为著名物理学家和富于写作技巧的作家，徐一鸿讲述了现今的理论物理学在追求自然的美和单纯性...(展开全部),        Part I 对称性与设计 1、美的寻求 2、对称性与单纯 3、镜子另一端的世界 Part II 爱因斯坦的遗产 4、时间与空间联姻 5、一个快乐的思想 6、对称性指挥设计 Part III 来到聚光灯下 7、作用量无处不在 8、女士和虎 9、学习去读这本伟大的书 10、对称性的凯旋之歌 Part IV 了解上帝的思想 11、夜间森林的八重路 12、艺术的复仇                (收起) ,"['科普', '物理', '科学', '物理学', '徐一鴻', '科学精神', '理解科学丛书', '对称']"
人类动物园,何道宽,2010-3-1,8.6,1745,“裸猿”三部曲分别是《裸猿》、《人类动物园》和《亲密行为》。《人类动物园》讲现代人的困境及其出路，态度乐观积极，令人鼓舞。近代以后，人类社群不再是人人熟悉的小型部落，也不再是鸡犬之声相闻的小国寡民，而是人口爆炸的超大型部落。莫利斯把现代人称为超级部落人，将其比作动物园里的圈养动物。这个比喻生动传神，深刻揭示了现代人尤其现代都市人的困境：人口过剩、过分拥挤的生存空间与人的生物学特性严重相悖，造成过分的压力、过多的“都市病”。  《裸猿》和《人类动物园》对古今裸猿的行为模式做了宏观的比较，有一个一以贯之的主题：人类的生物学基础非但不能回避，而且要认真研究。这是一个非常严肃的课题。在这一点上，莫利斯无疑成了比较动物学、生物人类学的权威。和弗洛伊德一样，他发动了一场“人的科学”的革命。弗洛伊德从无意识和心理分析去研究人的动物性，莫利斯从数百万年进化中形成的行...(展开全部),        中译者序作者谢词作者序言第一章  原始部落与超级部落第二章  社会地位与超级地位第三章  性行为与超级性行为第四章  内群体与外群体第五章  印记与错误烙印第六章  寻求刺激与控制刺激第七章  永不泯灭的童心各章文献主要参考文献译者后记译者简介                (收起) ,"['人类学', '社会学', '裸猿三部曲', '德斯蒙德·莫利斯', '科普', '心理学', '社会', '英国']"
第一推动丛书（珍藏版套书）,第一推动丛书（珍藏版）,2012-1,9.7,35,《第一推动丛书》自1992年出版以来已经走过20年，它已然成为国内科普图书的一面旗帜。《第一推动丛书》是一套由当代世界一流科学家撰写的，倡导科学精神和科学思想的科普佳作。珍藏版套书共41本，涵盖物理学、天文学、生命科学以及前言交叉学科等领域，涉及文化和哲学，适合广大科学爱好者阅读和收藏，适合大中学校图书馆馆藏。,暂无,"['第一推动丛书', '科普', '科学', '科普读物', '经典', '量子物理', '物理', '物理学']"
这就是OKR,【美】约翰·杜尔（John  Doerr）,2018-12,7.9,172,这本书是传奇风险投资人约翰·杜尔的作品，揭示了OKR这一目标设定系统如何促使英特尔、谷歌等科技巨头实现爆炸性增长，以及怎样促进所有组织的蓬勃发展。 20世纪70年代，在英特尔担任工程师时，杜尔首次接触到OKR。之后，作为一个风险投资人，杜尔不遗余力地将这一管理智慧，分享给50多家公司和机构，包括谷歌、亚马逊、领英、脸书、比尔及梅琳达·盖茨基金会，甚至摇滚歌手波诺的公益项目。在杜尔的帮助下，任何公司只要顺利践行OKR，都会获得高速的发展。 OKR聚焦于目标和关键结果的设定，通过四大利器——聚焦、协同、追踪和延展的协同作用，揭示了企业运营最重要的方面，使目标自上而下地统一，确保管理者和员工处在正确轨道上，强化企业整体，提高企业业绩、工作满意度和员工保留率。 在《这就是OKR》一书中，杜尔根据自己多年来在不同规模的企业和组织中传播OKR的经验，采用第一人称...(展开全部),        推荐序 ／ 希望19年前就遇到这本书  VII 上  篇 第1章  当谷歌遇见OKR ／ 3 第2章  OKR之父 ／ 23 目标管理的先驱 ／ 30 量化产出 ／ 32 英特尔的命脉 ／ 34 格鲁夫：OKR的实践者 ／ 36 格鲁夫留给我们的 ／ 39 第3章  “粉碎行动”——英特尔公司的故事 ／ 43 转瞬之间 ／ 53 更高的目标 ／ 55 第4章   利器1：对优先事项的聚焦和承诺 ／ 59 在一开始的时候…… ／ 61 清晰沟通 ／ 63 关键结果：关心和支持 ／ 64 做什么、如何做和何时做 ／ 65 匹配关键结果 ／ 66 完美与优秀 ／ 68 少即是多 ／ 70 第5章  聚焦：Remind的故事 ／ 73 推特教育 ／ 78 利用种子资金扩大规模 ／ 81 成长目标 ／ 83 OKR留给我们的 ／ 86 第6章  做出承诺：Nuna医疗科技的故事 ／ 87 第7章  利器2：团队工作的协同和联系 保持协同 ／ 100 伟大的层级与关联 ／ 101 沙滩独角兽公司：梦幻橄榄球队 ／ 102 激活基层 ／ 107 跨职能协调 ／ 110 第8章  协同：减肥宝的故事 ／ 113 跨团队融合 ／ 119 未确认的依赖和增强 ／ 123 对准北极星 ／ 126 第9章  连接：财捷集团的故事 ／ 129 来自云端的实时数据 ／ 137 全球协作工具 ／ 139 横向连接 ／ 141 第10章  利器3：责任追踪 ／ 143 OKR导师 ／ 147 时时追踪 ／ 149 总结：清零与重复 ／ 152 第11章   跟踪：盖茨基金会的故事 ／ 159 使目标具体化 ／ 164 第12章  利器4： 挑战不可能 ／ 169 我们需要挑战 ／ 174 “10倍速”原则 ／ 177 挑战性目标的调整 ／ 179 第13章  延伸：谷歌浏览器的故事 ／ 183 新的应用平台 ／ 187 重新定位浏览器 ／ 188 升级目标 ／ 189 深度发掘 ／ 191 尝试失败，尝试成功 ／ 193 下一个前沿 ／ 195 第14章  延伸：YouTube的故事 ／ 197 当你不能打败他们时…… ／ 204 巨石理论 ／ 205 更好的衡量标准 ／ 206 “观看时长”是最重要的衡量标准 ／ 207 制定不可思议的“数字”目标 ／ 209 设置挑战性目标的规则 ／ 210 加快进度 ／ 211 相互支持 ／ 214 学会宏观思考 ／ 218 下  篇 第15章  持续性绩效管理：OKR和CFR ／ 221 重塑人力资源管理 ／ 225 “友好”分手 ／ 228 对话 ／ 230 反馈 ／ 232 认可 ／ 234 第16章  抛弃年度绩效评估：Adobe的故事 ／ 237 第17章  每天烘焙得更好一点：Zume比萨的故事 ／ 247 设定能够实现的目标 ／ 253 更严肃的纪律 ／ 255 更积极地参与 ／ 256 更高的透明度 ／ 259 更团结的队伍 ／ 260 更优质的对话 ／ 262 更开放的文化 ／ 263 更卓越的领导者 ／ 265 第18章  文  化 ／ 267 第19章  文化改变：Lumeris的故事 ／ 281 人力资源变革 ／ 286 OKR的“复活” ／ 288 透明度是“毋庸置疑”的 ／ 289 “推销”未完成的目标 ／ 291 第20章  文化变革：波诺的ONE运动 ／ 295 向自己挑战 ／ 300 与OKRs一同成长 ／ 302 以客户为中心 ／ 303 衡量热情 ／ 305 OKR是一种思维方式 ／ 307 第21章  未来的目标 ／ 309 致  敬 ／ 313 资源1  谷歌公司的内部OKR模板 ／ 323 资源2  典型的OKR周期 ／ 333 资源3  沟通:绩效对话 ／ 334 资源4  总结 ／ 338 资源5  延伸阅读 ／ 345 致  谢 ／ 347 译者后记 ／ 347 注  释 ／355                (收起) ,"['管理', 'OKR', '商业', '效率', '绩效管理', 'ORK', '2018', '新经济']"
美国儿科学会育儿百科（第6版）,斯蒂文·谢尔弗,2016-5-1,9.4,292,美国儿科学会是全世界备受尊敬的儿童健康权威机构，这本书是其先进育儿理念的集中体现。 本书经过6次修订，数百位专家的审核，充分保证了信息的及时性和准确性。 儿科医生广泛推荐，新手父母首选。 与世界儿科医学发展同步，紧跟时代，科学育儿。 全球销量超过4500000册，被译为数十种语言。,        引言 最好的礼物 第一部分 第1章 为新生儿的到来做准备 第2章 分娩和分娩后 第3章 婴儿的基本护理 第4章 婴儿的喂养 第5章 婴儿的最初几日 第6章 第1个月 第7章 1~3个月 第8章 4~7个月 第9章 8个月~ 1岁 第10章 1岁的孩子 第11章 2岁的孩子 第12章 3岁的孩子 第13章 4~5岁的孩子 第14章 早期教育和看护 第15章 确保孩子的安全 第二部分 第16章 腹部/消化道 第17章 过敏症 第18章 行为 第19章 胸和肺 第20章 慢性病 第21章 发育障碍 第22章 耳、鼻、咽喉 第23章 急诊 第24章 环境健康 第25章 眼 第26章 家庭问题 第27章 发热 第28章 生殖系统和泌尿系统 第29章 头、颈、神经系统 第30章 心脏 第31章 免疫接种 第32章 媒体 第33章 肌肉骨骼疾病 第34章 皮肤 第35章 孩子的睡眠 附录                (收起) ,"['育儿', '工具书', '宝宝养成记', '教育', '孕育', '美国', '科普', '医疗']"
视觉之旅,西奥多•格雷 (Theodore Gray),2011-2-1,8.9,497,《视觉之旅：神奇的化学元素(彩色典藏版)》以图片形式讲述了目前已知的所有元素的故事。从它们的来源到它们的用途和传奇故事，包罗万象，生动而有趣。《视觉之旅：神奇的化学元素(彩色典藏版)》的最大特色是其赏心悦目插图，它们充满具有摄人心魄的独特魅力，难得一见。 《视觉之旅：神奇的化学元素(彩色典藏版)》作者theodore gray是一位化学家，更是一位疯狂的元素收藏爱好者。他多年来费尽心血收集了2000多件与元素有关的各种标本和文物，其收藏可以与任何一个专业的博物馆媲美。《视觉之旅：神奇的化学元素(彩色典藏版)》的所有图片大部分就来源于他的这些收藏。 《视觉之旅：神奇的化学元素(彩色典藏版)》是theodore gray的一部科普杰作，其写作过程共花费7年时间。《视觉之旅：神奇的化学元素(彩色典藏版)》出版后广受赞誉，仅英文版就在1年多时间里销售了20余...(展开全部),暂无,"['科普', '化学', '元素', '自然科学', '图册', '科学', '色彩', '最好的一个周期表读本']"
生命的未来,[美] 爱德华 · 威尔逊,2016-5,8.3,249,DISCOVER杂志年度最佳好书 AMAZON.COM编辑评鉴年度好书 第二届吴大猷科学普及著作奖金签奖 英国2002年度最具影响力的科普佳作 我深信我们会做出明智的抉择。一个能拟想到上帝而且向往太空殖民的地球文明，一定也想得出办法来保护这个星球的完整性，以及其中所蕴含的缤纷生命。 ——“最后的博物学家”爱德华·威尔逊 “伊甸园由人进驻后，就变成了一座屠宰场。”本书中，最会讲故事、文采斐然的博物学家爱德华•威尔逊，将用真挚动人的文笔，讲述消无声息在世界各角落上演的物种灭绝故事，生命的多样性的富丽与骤然陨落构成鲜明对比。 美国南部海岸平原，象牙喙啄木鸟日渐凋零，归于静寂无声；哥斯达黎加的金蟾蜍，原是两栖类动物界的传奇，如今已消失了生存的踪迹；天性害羞、最难繁育的苏门答腊犀牛，不知不觉在骤然衰减……甚至，许多珍稀动植物距离灭绝仅需100个心跳。种种令人难...(展开全部),        序　言 给梭罗的一封信 　// 001 对于居住在瓦尔登湖畔的你来说，野鸽子的晨间哀歌，青 蛙划破黎明水面的呱呱声，就是挽救这片大地的真正理由。 第一章 绝　境　 // 019 蓝色的海洋，看起来一片清澈，不时有鱼儿和无脊椎动物 在水中来回游动。但事实上，并非我们所想象的那样，我 们肉眼看到的生物，只不过是生物量金字塔顶端的一小点。 第二章 瓶　颈　 // 041 生物圈创造了每分钟都在更新的世界，而且保持在一种独 特的物质失衡状态。在这种状态中，人类完全被束缚住。 我们不论朝哪个方向改动，都会让环境背离这首巧妙的生 物舞曲。 第三章 大自然的极限　 // 063 如果说，单一物种的灭绝是狙击手的神来一击，那么，摧毁一处含有 多种独特生物的栖息地，无异于对大自然宣战。 第四章 地球杀手　 // 103 当地傈僳族猎人描述，他们是如何一头头地追猎苏门答腊犀牛，直到 一头也不剩。猎人说“都没了，已经好多年没看到半头犀牛了。” 第五章 生物圈值多少　 // 129 所有生物体内都会进化出身体需要的化学物质，用来抗癌、杀死寄生 虫，或击退天敌。我们已经学会去参考，编成我们自己的药典。如今， 抗生素、麻醉剂、止痛药、抗癌药物……全都任我们使用，而这些都 源自野生的生物多样性。 第六章 生命之爱　 // 159 常常出现在我们脚边，我们不屑一顾的昆虫或杂草，都是独一无二的 生命体。它有自己的名字，有长达百万年的历史，在世界上也自有一 席之地。 第七章 解决之道　 // 181 全球环境保护运动未来的进展，也就是人类要不要接受此项交易，全 看世间的三根文明支柱是否能相互合作，这三根支柱分别是：政府、 民间组织以及科学与技术。 注　　释 　 // 226 名词解释 　 // 266 致　　谢 　 // 271                (收起) ,"['科普', '自然', '爱德华·威尔逊', '生命', '我想读这本书', '博物', '科学', '生物']"
上帝与新物理学,徐培,2012-2-1,8.6,1136,《上帝与新物理学》不是谈宗教的书。《上帝与新物理学》谈的是新物理学对以前的属于宗教的问题产生的影响、《上帝与新物理学》也不是一本纯科学的书，是关于科学及其广泛含义的书。《上帝与新物理学》的主题是所谓四大存在问题：为什么大自然的规律是现在这样？为什么宇宙是由现在组成的各种东西所组成的？这些东西是如何起始的？宇宙如何获得了组织？作者在结尾对这些问题给出了试探性答案。,        致谢 前言 第一章 科学与宗教在变化着的世界中 第二章 创世 第三章 上帝创造了宇宙？ 第四章 为什么会有个宇宙？ 第五章 什么是生命？整体论对还原论 第六章 精神与灵魂 第七章 自我 第八章 量子因素 第九章 时间 第十章 自由意志与决定论 第十一章 物质的基本结构 第十二章 偶然还是设计？ 第十三章 黑洞与宇宙混沌 第十四章 奇迹 第十五章 宇宙的终结 第十六章 宇宙是“免费午餐”吗？ 第十七章 物理学家心目中的大自然 精选参考书目 注释 名词对照表 译后记                (收起) ,"['科普', '物理', '哲学', '科学', '宗教', '物理学', '第一推动丛书', '宇宙']"
